11,00022,POLARAMINE,DEXCHLORPHENIRAMINE MALEATE,6,MG,B/30,NULL,O,NULL,2014/06/12,NULL,146.7,NULL,143,NULL,O,O,O,NULL,NULL,NULL,02701A00697,2010/03/13,10,01A006,NULL,P
12,00023,HISTAGAN,DEXCHLORPHENIRAMINE MALEATE,"0,5MG/5ML",NULL,FL/125 ML,NULL,O,NULL,NULL,NULL,125,NULL,056,NULL,O,O,O,213,NULL,NULL,00301A00798,2010/03/13,10,01A007,NULL,G
13,00024,POLARAMINE,DEXCHLORPHENIRAMINE MALEATE,"0,5",MG/5ML,FL/125 ML,NULL,O,NULL,NULL,NULL,125,NULL,056,NULL,O,O,O,NULL,NULL,NULL,02701A00798,2010/03/13,10,01A007,NULL,P
14,00025,DEXCHLORPHENIRAMINE,DEXCHLORPHENIRAMINE MALEATE,"0,5",MG/5ML,FL/125 ML,NULL,O,NULL,NULL,NULL,125,NULL,056,NULL,O,O,O,213,NULL,NULL,04801A00797,2010/03/13,10,01A007,NULL,G
15,00026,DORAMINE,DEXCHLORPHENIRAMINE,"0,5MG/CAC",NULL,FL/125ML,NULL,O,NULL,NULL,NULL,125,NULL,056,NULL,NULL,NULL,O,NULL,NULL,NULL,08801A00702,2010/03/13,10,01A007,NULL,G
16,00029,NATAZINE,MEQUITAZINE,5MG,MG,B/14,NULL,O,NULL,2014/06/12,NULL,56,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,01301A00998,2010/03/13,,01A009,NULL,G
17,00030,PRIMALAN,MEQUITAZINE,5,MG,B/14,NULL,O,NULL,2014/06/12,NULL,56,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,09901A00998,2010/03/13,,01A009,NULL,P
18,00031,MEQUITAZINE LOGOGEN,MEQUITAZINE,5,MG,B/30,NULL,O,NULL,2014/06/12,NULL,120,NULL,027,NULL,NULL,NULL,O,NULL,NULL,NULL,14001A00999,2010/03/13,,01A009,NULL,G
19,00032,QUITADRILL,MEQUITAZINE,5,MG,B/14,NULL,O,NULL,2014/06/12,NULL,56,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,18701A00998,2010/03/13,,01A009,NULL,P
20,00039,HYPOSTAMINE,TRITOQUALINE,100,MG,B/20,NULL,O,NULL,2014/06/12,NULL,30,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,12601A01798,2010/03/13,,01A017,NULL,P
21,00041,RESTAMINE,LORATADINE,10MG,NULL,B/10,NULL,O,NULL,NULL,NULL,60,NULL,014,NULL,NULL,NULL,O,213,NULL,NULL,00101A03300,2010/03/13,"10En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 160.20DA.",01A033,NULL,G
22,00042,LORATINE,LORATADINE,10MG,NULL,B/20,NULL,O,NULL,NULL,NULL,120,NULL,014,C,O,O,O,213,NULL,NULL,00301A03303,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 320.40DA.",01A033,NULL,G
23,00043,ALLERTINE,LORATADINE,10MG,MG,B/20,NULL,O,2004/03/28,NULL,NULL,120,NULL,014,NULL,O,O,O,213,NULL,NULL,00301A03304,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 320.40DA.",01A033,O,G
24,00044,CLARITYNE,LORATADINE,10MG,MG,B/10,NULL,O,NULL,NULL,NULL,60,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,02701A03397,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,NULL,P
25,00045,LORADINE,LORATADINE,10MG,MG,B/14,NULL,O,NULL,NULL,NULL,84,NULL,014,NULL,NULL,NULL,O,213,NULL,NULL,03501A03398,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 224.28DA.",01A033,O,G
26,00046,TIRLOR,LORATADINE,10MG,NULL,B/10,NULL,O,NULL,NULL,NULL,60,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,05001A03302,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,NULL,G
27,00047,TIRLOR,LORATADINE,10MG,MG,B/20,NULL,O,NULL,NULL,NULL,120,NULL,014,NULL,NULL,NULL,O,213,NULL,NULL,05001A03302,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 320.40DA.",01A033,O,G
28,00048,LORATAN,LORATADINE,10MG,NULL,B/10,NULL,O,NULL,NULL,NULL,60,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,05501A03301,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,NULL,G
29,00049,CLARYMED,LORATADINE,10MG,NULL,B/10,NULL,O,NULL,NULL,NULL,60,NULL,152,NULL,NULL,NULL,O,NULL,NULL,NULL,09701A03301,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,O,G
30,00050,LOREEN,LORATADINE,10MG,NULL,B/10,NULL,O,NULL,NULL,NULL,60,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,09801A03301,2010/03/13,"10En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 160.20DA.",01A033,NULL,G
31,00051,ANTOR,LORATADINE,10MG,NULL,B/10,NULL,O,NULL,NULL,NULL,60,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,17601A03301,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,NULL,G
32,00052,LOSTAMINE,LORATADINE,10MG,NULL,B/20,NULL,O,NULL,NULL,NULL,120,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,24901A03301,2010/03/13,"10En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 320.40DA.",01A033,NULL,G
33,00053,LORADIF,LORATADINE,10MG,NULL,B/10,NULL,O,NULL,NULL,NULL,60,NULL,014,NULL,NULL,NULL,O,NULL,NULL,NULL,25001A03301,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,NULL,G
34,00054,LORID,LORATADINE,10MG,MG,B/10,NULL,O,2004/10/26,NULL,NULL,60,NULL,014,NULL,O,O,O,NULL,NULL,NULL,25801A03304,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,NULL,G
35,00055,AKARYD,LORATADINE,10MG,MG,B/20,NULL,O,2005/06/14,NULL,NULL,120,NULL,014,NULL,O,O,O,NULL,NULL,NULL,26801A03305,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 320.40DA.",01A033,O,G
36,00056,LORATADINE CPCM,LORATADINE,10MG,MG,B/10,NULL,O,2005/10/23,NULL,NULL,60,NULL,143,NULL,O,O,O,NULL,NULL,NULL,28601A03305,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,O,G
37,00057,LUTEDINE,LORATIDINE,10MG,MG,B/10,NULL,O,2004/11/10,NULL,NULL,60,NULL,014,NULL,O,O,O,NULL,NULL,NULL,29301A03304,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,O,G
38,00058,LOSTAMINE,LORATADINE,10MG,NULL,B/10,NULL,O,2004/10/04,NULL,NULL,60,NULL,143,NULL,O,O,O,NULL,NULL,NULL,30401A03304,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 160.20DA.",01A033,O,G
39,00059,RESTAMINE,LORATADINE,5MG/5ML,NULL,FL/60 ML,NULL,O,NULL,NULL,NULL,96.6,NULL,056,NULL,NULL,NULL,O,213,NULL,NULL,00101A03402,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 175.80DA.",01A034,O,G
40,00060,CLARITYNE,LORATADINE,5MG/5ML,MG/CAC,FL/60 ML,NULL,O,NULL,NULL,NULL,96.6,NULL,056,NULL,NULL,NULL,O,213,NULL,NULL,02701A03497,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 175.80DA.",01A034,NULL,P
41,00061,LORATAN,LORATADINE,5MG/CAC,NULL,FL/100 ML,NULL,O,NULL,NULL,NULL,161,NULL,056,NULL,NULL,NULL,O,NULL,NULL,NULL,05501A03401,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 293.00DA.",01A034,O,G
42,00062,HOCINOR,LORATADINE,"0,1%(5MG/CAC)",NULL,FL/125 ML,NULL,O,2005/07/06,NULL,NULL,201.25,NULL,056,NULL,O,O,O,213,NULL,NULL,07701A03405,2010/03/13,"10En cas de prescription de ce medicament anterieure a la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 366.25DA.",01A034,O,G
43,00063,LORADIF,LORATADINE,5MG/5ML,NULL,FL/60 ML,NULL,O,NULL,NULL,NULL,96.6,NULL,056,NULL,NULL,NULL,O,NULL,NULL,NULL,25001A03401,2010/03/13,"10En cas de prescription de ce medicament anterieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de reference suivant: 175.80DA.",01A034,NULL,G
44,00064,TELFAST,FEXOFENADINE,120MG,NULL,BT/15,NULL,O,NULL,NULL,NULL,90,NULL,143,NULL,NULL,NULL,O,213,NULL,NULL,03301A03900,2018/01/29,"10En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 283.80DA.",01A039,NULL,P
45,00065,TELFAST,FEXOFENADINE,180MG,NULL,BT/15,NULL,O,NULL,NULL,NULL,90,NULL,143,NULL,NULL,NULL,O,213,NULL,NULL,03301A04000,2018/01/29,"10En cas de prescription de ce médicament antérieure à la date du 13.03.2010, il y'a lieu d'appliquer le tarif de référence suivant: 291.30DA.",01A040,NULL,P
46,00066,ZYRTEC,CETIRIZINE DIHYDROCHLORHYDE,10MG/ML,NULL,F/15ML,NULL,O,NULL,NULL,NULL,240.15,NULL,066,NULL,NULL,NULL,O,NULL,NULL,NULL,04601A04102,2010/03/13,,01A041,NULL,G
47,00067,ALUSTAL,EXTRAITS D'ALLERGENIQUES ADSORBES SUR HYDROXYDE D,"0,1 IR+1 IR + 10 IR/ML",NULL,COFFRET 3FL DE 5ML,NULL,O,NULL,NULL,NULL,0,NULL,089,NULL,NULL,NULL,O,NULL,NULL,O,13001D02900,NULL,"  CPR : Remboursable uniquement dans le cadre  de l'immunothérapie ,-après  identification de l'allèrgene en cause  devant correspondre à celui du produit (tests cutanés et IgE  spécifiques ),-et après éhec de l'éviction de l'allérgène  en cause et traitement pharmacologique.",01D029,NULL,P
48,00068,IRIS,"EXTRAIT ALLERGENIQUE D,PTERONYSSINUS","10IR/1IR/0,1I",NULL,B/3,NULL,O,NULL,NULL,NULL,0,NULL,089,NULL,NULL,NULL,O,NULL,NULL,O,24501D02901,NULL,"  CPR : Remboursables uniquement dans le cadre de l'immunothérapie :-après identification de l'allergène en cause devant correspondre à celui du produit (tests cutanÚs et IgE spécifiques),-et, après échec de l'éviction de l'allergène en cause et traitement pharmacologique.",01D029,NULL,G
49,00069,ALUSTAL,EXTRAITS D'ALLERGENIQUES ADSORBES SUR HYDROXYDE D,10 IR/ML,NULL,B/1 FL DE 5 ML,NULL,O,NULL,NULL,NULL,0,NULL,089,NULL,NULL,NULL,O,NULL,NULL,O,13001D03000,NULL,"  CPR : Remboursable uniquement dans le cadre de l'immunotherapie après  identification  de l'allérgène  en cause devant correspondre à celui du produit (tests cutanés  et IgE spécifiques),et après échec  de l'éviction  de l'allérgène  en cause  et traitement  pharmacologique .",01D030,NULL,P
50,00070,IRIS,"EXTRAIT ALLERGENIQUE D,PTERONYSSINUS",10 IR/ML,NULL,B/1,NULL,O,NULL,NULL,NULL,0,NULL,089,NULL,NULL,NULL,O,NULL,NULL,O,24501D03001,NULL,"  CPR : Remboursable uniquement dans le cadre de l'immunothérapie :-après identification de l'allegène en cause devant correspondre à celui du produit (tests cutanés et IgE spécifiques),-et, après échec de l'éviction de l'allergène en cause et traitement pharmacologique.",01D030,NULL,G
51,00071,ALUSTAL,EXTRAITS D'ALLERGENIQUES ADSORBES SUR HYDROXYDE D,"0,1 IR + 1 IR + 10 IR/ML",NULL,COFFRET DE 3FL,NULL,O,NULL,NULL,NULL,0,NULL,089,NULL,O,NULL,NULL,NULL,NULL,O,13001D03700,NULL,  CPR : Remboursable uniquement dans le cadre de l'immunotherapie:-aprés identification  de l'allérgéne en cause devant  correspondre  à celui du produit (tests cutanés  et IgE  spécifiques)-et après échec de l'éviction  de l'allérgène  en cause  et traitement pharmacologique.,01D037,NULL,P
52,00102,UNICAINE,LIDOCAINE,1,%,B/10 AMP de 5 ML,NULL,O,NULL,2008/06/02,NULL,0,NULL,071,NULL,O,O,O,NULL,NULL,NULL,02302C01896,NULL,,02C018,NULL,G
53,00137,ACEPRAL,ACIDE ACETYSALICYLIQUE,500 MG,NULL,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,014,NULL,O,O,O,213,NULL,NULL,00303A00197,NULL,10,03A001,NULL,G
54,00138,ASPALGIC,ACIDE ACETYSALICYLIQUE,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,014,NULL,O,O,O,NULL,NULL,NULL,00303A00199,NULL,10,03A001,NULL,G
55,00139,ASPIRINE PH 8,ACIDE ACETYSALICYLIQUE,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,014,NULL,O,O,O,NULL,NULL,NULL,05303A00197,NULL,10,03A001,NULL,P
56,00140,ASPRIL 500,ACIDE ACETYSALICYLIQUE,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,014,NULL,O,O,O,NULL,NULL,NULL,06403A00198,NULL,10,03A001,NULL,G
57,00141,ECOPIRIN,ACIDE ACETYSALICYLIQUE,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,014,NULL,O,O,O,NULL,NULL,NULL,17703A00198,NULL,10,03A001,NULL,G
58,00142,ASTAPIN,ACIDE ACETYSALICYLIQUE,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,014,NULL,O,O,O,NULL,NULL,NULL,20003A00199,NULL,10,03A001,NULL,G
59,00143,ATAPSIN,ACIDE ACETYLSALICYLIQUE,500MG,NULL,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,014,NULL,O,O,O,NULL,NULL,NULL,26303A00102,NULL,10,03A001,NULL,G
60,00144,ATASPIN,ACIDE ACETYL SALICYLIQUE,500MG,MG,B/20,NULL,O,1999/01/05,NULL,NULL,66.8,NULL,014,NULL,O,O,O,NULL,NULL,NULL,26303A00199,2008/10/02,10,03A001,O,G
61,00145,ASPEGIC,ACETYLSALICYLATE DE LYSINE,100,MG,B/20 SACHETS,NULL,O,NULL,NULL,NULL,117.6,NULL,047,NULL,O,O,O,NULL,NULL,NULL,05703A00297,2008/10/02,"  CPR : Remboursable uniquement en usage pédiatrique chez l'enfant de 3 mois à 7 ans dans les indications prévues à l'annexe de la décision d'enregistrement.Le remboursement de ce médicament selon la condition particuliére de rembourement s'effectue sur la base de l'âge du patient figurant sur l'ordonnance, dispensant l'assuré social de l'accord préalable de la caisse de sécurité sociale. (Applicable à compter du 29/10/2017).",03A002,NULL,P
62,00146,CATALGINE,ACIDE ACETYLSALICIQUE SELS,100,MG,B/20,NULL,O,NULL,NULL,NULL,117.6,NULL,047,NULL,O,O,O,NULL,NULL,NULL,20403A00299,2008/10/02,"  CPR : Remboursable uniquement en usage pédiatrique chez l'enfant de 3 mois à 7 ans dans les indications prévues à l'annexe de la décision d'enregistrement.Le remboursement de ce médicament selon la condition particulière de remboursement s'effectue sur la base de l'âge du patient figurant sur  l'ordonnance, dispensant l'assuré social de l'accord préalable de la caisse de sécurité sociale.(Applicable à compter du 29/10/2017)",03A002,NULL,P
63,00147,CATALGINE,ACIDE ACETYLSALICIQUE SELS,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,047,NULL,O,O,O,NULL,NULL,NULL,20403A00399,NULL,10,03A003,NULL,P
64,00148,ASPEGIC,ACETYLSALICYLATE DE LYSINE,900,MG,B/6,NULL,O,NULL,NULL,NULL,0,NULL,071,NULL,O,O,O,NULL,NULL,NULL,05703A00497,NULL,,03A004,NULL,P
65,00149,SPRIDOL,ACETYLSALICYLATE DE LYSINE,900,MG,B/6,NULL,O,NULL,NULL,NULL,0,NULL,004,NULL,O,O,O,NULL,NULL,NULL,19303A00499,NULL,,03A004,NULL,G
66,00150,SPRIDOL,ACETYLSALICYLATE DE LYSINE,900MG,MG,B/1,NULL,O,NULL,NULL,NULL,0,NULL,004,NULL,O,O,O,NULL,NULL,NULL,19303A00499,NULL,,03A004,NULL,G
67,00151,ASPEGIC,ACETYLSALCICYLATE DE LYSINE,1,G,B/6 AMP,NULL,O,NULL,NULL,NULL,0,NULL,071,NULL,O,O,NULL,NULL,NULL,NULL,05703A02398,NULL,,03A023,NULL,P
68,00152,ASPEGIC,ACETYLSALICYLATE DE LYSINE,250MG,MG,B/20 SACHETS,NULL,O,2003/07/19,NULL,NULL,117.6,NULL,047,NULL,O,O,O,NULL,NULL,NULL,25503A02403,2008/10/02,"10CPR : Remboursable uniquement en usage pédiatrique chez l'enfant de 3 à 15 ans dans les indications prévues à l'annexe de la décision d'enregistrement.Le remboursemnt de ce médicament selon la condition  particulière de remboursement s'effectue sur la base de l'âge du patient figurant sur l'ordonnance, dispensant l'assuré social de l'accord préalable de la caisse de sécurité sociale.(Applicable à compter du 29/10/2017).",03A024,NULL,P
69,00153,ASPEGIC,ACETYLSALICYLATE DE LYSINE,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,047,NULL,O,O,O,213,NULL,NULL,05703A02597,NULL,10,03A025,NULL,P
70,00155,ASPIRINE,ACIDE ACETYLSALICYLIQUE,500MG,NULL,B/20,NULL,O,NULL,NULL,NULL,66.8,NULL,015,NULL,NULL,NULL,O,NULL,NULL,NULL,00803A00597,NULL,10,03A005,NULL,P
71,00156,ASPIREFF,ACIDE ACETYSALICYLIQUE,500MG,MG,B/12,NULL,O,NULL,NULL,NULL,40.08,NULL,015,NULL,O,O,O,NULL,NULL,NULL,05003A00598,NULL,10,03A005,NULL,G
72,00157,DOLOMOL,PARACETAMOL,500MG,MG,B/30,NULL,O,NULL,NULL,NULL,75,NULL,014,NULL,O,O,O,NULL,NULL,NULL,00103B00597,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 69.00 DA",03B005,NULL,G
73,00158,PARALGAN,PARACETAMOL,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,50,NULL,014,NULL,O,O,O,213,NULL,NULL,00303B00597,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008,il y a lieu d'appliquer le tarif de référence suivant :46.00Da",03B005,O,G
74,00159,EFFERALGAN,PARACETAMOL,500MG,MG,B/16,NULL,O,NULL,NULL,NULL,40,NULL,014,NULL,O,O,O,213,NULL,NULL,00803B00598,2008/10/02,10En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant:36.80DA,03B005,NULL,P
75,00160,DOLIPRANE,PARACETAMOL,500 MG,NULL,B/16,NULL,O,NULL,NULL,NULL,40,NULL,014,NULL,O,O,O,213,NULL,NULL,01603B00597,2008/10/02,10En cas de prescription de ce médicament antérieure a la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant:36.80DA,03B005,NULL,P
76,00161,DOLIPRANE,PARACETAMOL,500MG,MG,B/16,NULL,O,NULL,NULL,NULL,40,NULL,014,NULL,O,O,O,213,NULL,NULL,01603B00598,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 36.80 DA",03B005,NULL,P
77,00162,DOLPRIV,PARACETAMOL,500MG,NULL,B/20,NULL,O,NULL,NULL,NULL,50,NULL,014,NULL,O,O,O,NULL,NULL,NULL,03503B00500,2008/10/02,10En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant:46.00DA,03B005,NULL,G
78,00163,PARACETAL,PARACETAMOL,500MG,MG,B/16,NULL,O,2007/05/19,NULL,NULL,40,NULL,014,NULL,O,O,O,CHYPRE,NULL,NULL,03903B00598,2008/10/02,10En cas de prescription de ce médicament antérieure a la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant:36.80DA,03B005,NULL,G
79,00164,PANADOL,PARACETAMOL,500MG,MG,B/16,NULL,O,NULL,NULL,NULL,40,NULL,014,NULL,O,O,O,NULL,NULL,NULL,04203B00598,2008/10/02,10En cas de prescription de ce médicament antérieure à la date du 02/10/2008 il y a lieu d'appliquer le tarif de référence suivant :36.80DA,03B005,NULL,G
80,00165,JOPAMOL,PARACETAMOL,500MG,MG,B/50,NULL,O,NULL,NULL,NULL,125,NULL,014,NULL,O,O,O,NULL,NULL,NULL,04303B00598,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 115.00 DA",03B005,NULL,G
81,00166,PARACETAMOL,PARACETAMOL,500MG,MG,B/16,NULL,O,NULL,NULL,NULL,40,NULL,014,NULL,O,O,O,NULL,NULL,NULL,04803B00597,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y' lieu d'appliquer le tarif de référence suivant : 36.80 DA",03B005,NULL,G
82,00167,PYRATOL,PARACETAMOL,500MG,MG,B/16,NULL,O,NULL,NULL,NULL,40,NULL,014,NULL,O,O,O,NULL,NULL,NULL,06403B00599,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 36.80 DA",03B005,NULL,G
83,00168,DANIPROL,PARACETAMOL,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,50,NULL,014,NULL,O,O,O,NULL,NULL,NULL,07403B00599,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant: 46.00 DA",03B005,NULL,G
84,00169,MIGRAMOL,PARACETAMOL,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,50,NULL,014,NULL,O,O,O,213,NULL,NULL,07903B00597,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 46.00 DA",03B005,NULL,G
85,00170,REVANIN,PARACETAMOL,500MG,MG,B/30,NULL,O,NULL,NULL,NULL,75,NULL,014,NULL,O,O,O,NULL,NULL,NULL,11803B00598,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant: 69.00 DA",03B005,NULL,G
86,00171,ALPHAMOL,PARACETAMOL,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,50,NULL,014,NULL,O,O,O,NULL,NULL,NULL,13503B00598,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y'a lieu d'appliquer le tarif de référence suivant : 46.00 DA",03B005,NULL,G
87,00172,DOLOROL,PARACETAMOL,500MG,MG,B/20,NULL,O,NULL,NULL,NULL,50,NULL,014,NULL,O,O,O,NULL,NULL,NULL,14603B00598,2008/10/02,"10En cas de prescription de ce médicament antérieure à la date du 02/10/2008, il y' lieu d'appliquer le tarif de référence suivant : 46.00 DA",03B005,NULL,G
