nc_10520,BOSENTAN,dci_1250,TRACARE,BOSENTAN MONOHYDRATE,293/06 N 306/20,COMP PELL,125MG,B/56,LISTE I,HOP,,,BIOCARE SARL,213,43871,43871,Gé,F,24MOIS,,,D,med_13710,3,med_14773
nc_10521,TRAMADOL,dci_4431,TRAMADOL BEKER LP,"TRAMADOL, CHLORHYDRATE",44703F10717,GRAN P/SUSP BUV SACH,100 MG,BTE/30,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14440,2,med_14774
nc_10522,TRAMADOL,dci_4431,TRAMADOL BIOGARAN,TRAMADOL CHLORHYDRATE,29503F04704,GRAN P/SUSP BUV SACH,50MG,B/30,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14441,2,med_14775
nc_10523,LORAZEPAM,dci_3279,TRANQIPAM,LORAZEPAM,14616B04298,COMP.PELLI,1MG,B/30,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14134,3,med_14776
nc_10523,LORAZEPAM,dci_3279,TRANQIPAM,LORAZEPAM,14616B04398,COMP.,"2,5MG",B/100,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14135,3,med_14777
nc_10524,INSULINE,dci_3048,TRESIBA FLEXTOUCH,INSULINE DEGLUDEC,069/14 B 371/20,SOL INJ S/C EN STYLO PRE REMPLI,100UI/1ML,B/05 STYLOS PREREMPLIS MUNIS DE CARTOUCHE DE 3ML,LISTE II,OFF,,,NOVO NORDISK A/S,45,43850,43850,Ré,I,30MOIS,,,D,med_14062,5,med_14778
nc_10525,TRIMEBUTINE,dci_4470,TRIMEBUTINE,TRIMEBUTINE,23510F05102,SUSP.BUV.,100 MG,B/20,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14449,2,med_14779
nc_10526,TRIMEBUTINE,dci_4470,TRIMEBUTINE AGD,TRIMEBUTINE MALEATE,32010F05105,COMP.,100MG,B/20,NULL,O,O,,,213,,,Gé,,,,,N/A,med_14450,3,med_14780
nc_10527,TRIMEBUTINE,dci_4470,TRIMEBUTINE-B,TRIMEBUTINE,23510F05209,SUPPO.,"0,787G/100G",FL/250 ML,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14451,9,med_14781
nc_10528,TRIMEBUTINE,dci_4470,TRIMEBUTINE-SAIDAL,TRIMEBUTINE,00310F15006,SUPPO.,"74,4MG",BTE/20 SACHETS,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14452,9,med_14782
nc_10529,TRIMEBUTINE,dci_4470,TRIMEBUTINE-SAIDAL ENFANTS ET NOURRISSONS,TRIMEBUTINE,00310F19612,SUPPO.,24 MG,B/20,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14453,9,med_14783
nc_10530,TRIMEBUTINE,dci_4470,TRIMEBUTINE-SAIDAL NOURRISSONS,TRIMEBUTINE,00310F19512,SUPPO.,12 MG,B/20,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14448,9,med_14784
nc_10531,TRIMETAZIDINE,dci_4472,TRIMETAZIDINE BIOCARE,"TRIMETAZIDINE, SOUS FORME DICHLORHYDRATE",29306J10709,SUPPO.,20MG,BTE/60,NULL,NULL,O,,,216,,,Gé,,,,,N/A,med_14457,9,med_14785
nc_10532,TRIMETAZIDINE,dci_4472,TRIMETAZIDINE WINTHROP,TRIMETAZIDINE,39406J10708,SUSP.BUV.,20MG,B/60,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14455,2,med_14786
nc_10533,SULFAMETHOXAZOLE ET TRIMETHOPRIME,dci_4158,TRIMIDAR -M,COTRIMOXAZOLE,05513M09098,COMP.PELLI.SEC,200MG/40MG/5ML,FL/100 ML,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14388,3,med_14787
nc_10534,TRIMETHOPRIME ET DERIVES,dci_4474,TRIMIDAR M FORTE,TRIMETHOPRIME/SULFAMETHOXAZOLE,05513M16907,PDRE.SOL.INJ.,160MG/800MG,B/16,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14458,5,med_14788
nc_10535,PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,dci_3445,TROPHIRES  COMPOSE  ENFANTS,TENOATE DE SODIUM/HUILE ESSENTIELLE D EUCALYPTUS/,25520C11905,SOL.,"0,130G/0,075G/0,300G",B/8,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14276,2,med_14789
nc_10536,PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,dci_3445,TROPHIRES COMPOSE  ADULTES,TENOATE DE SODIUM /HUILES ESSENTIELLE D EUCALYPTU,25520C20005,COMP.PELLI,"0,200G/0,110G/0,450G",B/8,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14278,3,med_14790
nc_10537,PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,dci_3445,TROPHIRES COMPOSE  NOURISSONS,TENOATE DE SODIUM/HUILE ESSENTIELLE D ECALYPTUS/P,25520C11805,COMP.PELLI,"0,065G/0,044G/0,150G",B/8,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14279,3,med_14791
nc_10538,PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,dci_3445,TROPHYL PLUS  NOURISSON,TENOATE DE SODUM /HUILE ESSENTIELLE D'EUCALYPTUS,23120C11805,COMP.PELLI,"0,065G/0,044G/150MG",B/8,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14277,3,med_14792
nc_10539,PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,dci_3445,TROPHYL PLUS ENFANT,TENOATE DE SODIUM /HUILE ESENTIELLE  D'ECALYPTUS,23120C11905,COMP.PELLI,"0,130G/0,075G/300MG",B/8,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14275,3,med_14793
nc_10540,ATORVASTATINE,dci_878,TULIP,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,050/06 M 198/19,COMP OPELL,10MG,B/30,LISTE I,HOP,OFF,,SANDOZ SPA,213,43844,43844,Gé,F,24MOIS,,,D,med_13641,3,med_14794
nc_10540,ATORVASTATINE,dci_878,TULIP,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,050/06 M 225/19,COMP OPELL,20MG,B/30,LISTE I,HOP,OFF,,SANDOZ SPA,213,43845,43845,Gé,F,24MOIS,,,D,med_13647,3,med_14795
nc_10540,ATORVASTATINE,dci_878,TULIP,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,050/06 M 232/19,COMP OPELL,40MG,B/30,LISTE I,HOP,OFF,,SANDOZ SPA,213,43845,43845,Gé,F,24MOIS,,,D,med_13636,3,med_14796
nc_10541,PARACETAMOL,dci_3441,TYLENOL JEUNE ENFANT GOUT BANANE,PARACETAMOL,24203B00606,COMP.PELLI,125MG/5ML,FL/125 ML,NULL,O,O,,,213,,,Gé,,,,,N/A,med_14264,3,med_14797
nc_10542,TADALAFIL,dci_4219,TYRA,TADALAFIL,055/25 N 076/17,COMPRIME PELLICULE,5MG,B/28,LISTE I,HOP,OFF,,DAR AL DAWA DEVELOPMENT & INVESTMENT Co Ltd,962,43656,43656,Gé,Fprémix,24 MOIS,,,D,med_14395,3,med_14798
nc_10543,IBUPROFENE,dci_2914,UBACTIVE 200 MG,IBUPROFENE,46804B04014,COMP.PELLI,200 MG,BTE/20,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14038,3,med_14799
nc_10544,BENZYLPENICILLINE,dci_1157,UNICILANA,BENZYPENICILLINE,07613G06397,COMP.PELLI,1000000,B/1+1,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13692,3,med_14800
nc_10545,CHLORURE DE SODIUM,dci_1493,URO 3000,CHLORURE DE SODIUM,07514G17000,COMP.,"0,90%",C/ 4 PC de 3L,NULL,O,NULL,,,NULL,,,Gé,,,,,N/A,med_13778,3,med_14801
nc_10546,VALSARTAN,dci_4561,VALACLOR 80 MG,VALSARTAN,03506E14715,SOL.INJ.,80 MG,BT/30,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14465,5,med_14802
nc_10547,VALSARTAN ET DIURETIQUES,dci_4563,VALSARTAN/HYDROCHLOROTHIAZIDE LDM,VALSARTAN/HYDROCHLOROTHIAZIDE,30906E23714,SOL.INJ.,"160MG/12,5MG",BTE/28,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14469,5,med_14803
nc_10548,VALSARTAN ET DIURETIQUES,dci_4563,"VALUZIDE 160/12,5",VALSARTAN/HYDROCHLOROTHIAZIDE,49206E23718,SOL.BUV.,"160 MG/12,5 MG",BTE/30,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14470,2,med_14804
nc_10549,VALSARTAN ET DIURETIQUES,dci_4563,"VALUZIDE 80/12,5",VALSARTAN/HYDROCHLOROTHIAZIDE,49206E15818,COLLY.,"80 MG/12,5 MG",BTE/30,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14471,4,med_14805
nc_10550,ENOXAPARINE,dci_2023,VARENOX,ENOXAPARINE SODIQUE,433/12 B 081/20,SOL INJ S/C EN SERINGUE PRE REMPLIE,"2000UI ANTI -XA/0,2ML",B/02 SERINGUES,LISTE I,HOP,OFF,,FRATER RAZES SPA,213,43866,43866,Gé,F,24MOIS,,,D,med_13908,5,med_14806
nc_10550,ENOXAPARINE,dci_2023,VARENOX,ENOXAPARINE SODIQUE,433/12 B 082/20,SOL INJ S/C ET I/V EN SERINGUE PRE REMPLIE,"4000UI ANTI-XA/0,4ML",B/02 SERINGUES,LISTE I,HOP,OFF,,FRATER RAZES SPA,213,43866,43866,Gé,F,24MOIS,,,D,med_13914,5,med_14809
nc_10550,ENOXAPARINE,dci_2023,VARENOX,ENOXAPARINE SODIQUE,433/12 B 083/20,SOL INJ S/C ET I/V EN SERINGUE PRE REMPLIE,"6000UI ANTI-XA/0,6ML",B/02 SERINGUES,LISTE I,HOP,OFF,,FRATER RAZES SPA,213,43866,43866,Gé,F,24MOIS,,,D,med_13907,5,med_14808
nc_10550,ENOXAPARINE,dci_2023,VARENOX,ENOXAPARINE SODIQUE,433/12 B 084/20,SOL INJ S/C ET I/V EN SERINGUE PRE REMPLIE,"8000UI ANTI-XA/0,8ML",B/02 SERINGUES,LISTE I,HOP,OFF,,FRATER RAZES SPA,213,43866,43866,Gé,F,24MOIS,,,D,med_13912,5,med_14807
nc_10551,ATORVASTATINE,dci_878,VASKOL,ATORVASTATINE,26806M19808,SOL.INJ.,10 MG,B/30,NULL,NULL,NULL,,,NULL,,,Gé,,,,,N/A,med_13652,5,med_14810
nc_10552,VERAPAMIL,dci_4591,VASOMIL 40,VERAPAMIL,14606B02098,SOL.INJ.,40,B/75,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14474,5,med_14811
nc_10553,ELOSULFASE ALFA,dci_1997,VIMIZIM,ELOSULFATE ALPHA,439/14 N 368/19,SOL A DILUER P/PERF IV,1MG/ML,B/01 FLDE 5ML (5MG/5ML),LISTE I,HOP,,,BIOMARIN INTERNATIONAL LIMITED,353,27/112019,27/112019,Ré,I,36MOIS,,,D,med_13902,5,med_14812
nc_10554,ALOGLIPTINE,dci_71,VIPIDIA,ALOGLIPTINE BENZOATE,001/14 A 373/20,COMP PELL,25MG,B/30,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA,213,43955,43955,Gé,Fprémix,24MOIS,,,D,med_13566,3,med_14814
nc_10554,ALOGLIPTINE,dci_71,VIPIDIA,ALOGLIPTINE BENZOATE,0010/14 A 372/20,COMP PELL,"12,5MG",B/30,LISTE I,HOP,OFF,,HIKMA PHARMA ALGERIA,213,43955,43955,Gé,Fprémix,24MOIS,,,D,med_13567,3,med_14813
nc_10555,SILDENAFIL,dci_4018,VIRILOME,Sildénafil citrate,470/ 25 N 045 /19,COMPRIME PELLICULE,50MG,B/02 ET B/10,Liste I,HOP,OFF,,MM SARL,213,43598,43598,Gé,F,24  MOIS,,,D,med_14374,3,med_14815
nc_10556,TIEMONIUM IODURE ET ANALGESIQUES,dci_4354,VISCERALGINE FORTE,TIEMONIUM METHYSULFATE/ NORAMIDOPYRINE,00610D03398,SOL.INJ.,10MG/2G/5ML,B/10 AMP,NULL,O,O,,,NULL,,,Ré,,,,,N/A,med_14431,5,med_14816
nc_10557,CYANOCOBALAMINE,dci_1611,VIT B12,CYANOCOBALAMINE,380/12 E 021/20,SOL INJ,1000µG/ML,B/05 AMPS DE 1ML,,HOP,OFF,,HUPP PHARMA SARL,213,43935,43935,Gé,F,24 MOIS,,,D,med_13828,5,med_14817
nc_10558,CHOLECALCIFEROL,dci_1498,VIT D3,CHOLECALCIFEROL,380/14 H 095/20,SOL.INJ. IM. ET SOL. BUV.,200 000UI/1ML,B/01 AMP,LISTE II,HOP,OFF,,HUPP PHARMA SARL,213,43935,43935,Gé,F,24 MOIS,,,D,med_13779,2,med_14818
nc_10559,CHOLECALCIFEROL,dci_1498,VIT D3 SALEM,CHOLECALCIFEROL,23114H09420,SOL.INJ.,200000 UI/ML,BTE/01,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13781,5,med_14819
nc_10560,ACIDE ASCORBIQUE,dci_266,VITAMIN C,ACIDE ASCORBIQUE,08414H08598,SOL.INJ.,500,B/10 AMP,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13541,5,med_14821
nc_10560,ACIDE ASCORBIQUE,dci_266,VITAMIN C,ACIDE ASCORBIQUE,16214H08598,DRG.,500,B/100,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13542,3,med_14820
nc_10561,PHYTOMENADIONE,dci_3578,VITAMINE  K1 ROCHE,PHYTOMENADIONE,12812D01999,SUPPO.,20,FL/10 ML,NULL,O,O,,,NULL,,,Ré,,,,,N/A,med_14310,9,med_14822
nc_10562,RETINOL (VIT A),dci_3900,VITAMINE A GL,RETINOL,06517K07818,COMP ORO DISP,150000 UI %,FL/10 ML,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14358,3,med_14823
nc_10563,CYANOCOBALAMINE,dci_1611,VITAMINE B 12,CYANOCOBALAMINE,01812E02197,COLLY.,1000¿G/ML,B/6 AMP,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13826,4,med_14824
nc_10563,CYANOCOBALAMINE,dci_1611,VITAMINE B 12,CYANOCOBALAMINE,07512E02197,SOL.INJ.,1000 ¿G/ML,B/12,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13825,5,med_14825
nc_10564,CYANOCOBALAMINE,dci_1611,VITAMINE B12 GERDA,CYANOCOBALAMINE,30112E02104,COMP.ENRO.,1000¿G/ML,B/6 AMP/4ML,NULL,O,O,,,NULL,,,NULL,,,,,N/A,med_13824,3,med_14826
nc_10565,COLECALCIFEROL (VIT. D3),dci_449,"VITAMINE D 3 B,O,N",COLECALCIFEROL,07214H09497,EMPLATRE,200 000,B/1 AMP de 1 ML,NULL,O,O,,,NULL,,,Ré,,,,,N/A,med_13807,12,med_14827
nc_10565,COLECALCIFEROL (VIT. D3),dci_449,"VITAMINE D 3 B,O,N",COLECALCIFEROL,07214H09597,COMP.,200 000 UI/ML,B/1 AMP de 1 ML,NULL,O,O,,,NULL,,,Ré,,,,,N/A,med_13809,3,med_14828
nc_10566,COLECALCIFEROL (VIT. D3),dci_449,VITAMINE D 3 BON,COLECALCIFEROL,07214H09599,SOL.INJ.,200 000,B/1 AMP de 1ML,NULL,O,O,,,NULL,,,Ré,,,,,N/A,med_13808,5,med_14829
nc_10567,CHOLECALCIFEROL,dci_1498,VITAMINE D3 RAZES,CHOLECALCIFEROL,433/14 H 095/20,SOL.INJ. IM. OU SOL. BUV.,200 000UI/1ML,B/01 AMP,LISTE II,HOP,OFF,,FRATER RAZES SPA,213,43933,43933,Gé,F,24 MOIS,,,D,med_13780,2,med_14830
nc_10568,VITAMINE B1 ET VITAMINE B6,dci_4623,VITASUP,VATAMINE B1-B6,24414H11201,SOL.BUV.,250MG/250MG,B/30,NULL,NULL,O,,,NULL,,,Gé,,,,,N/A,med_14475,2,med_14831
nc_10569,METOPIMAZINE,dci_2579,VOGALYS,METOPIMAZINE,23110F14718,SOL.INJ.,"7,5 MG",BTE/16,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14187,5,med_14832
nc_10570,DICLOFENAC,dci_1839,VOLTAGESIC 75,DICLOFENAC,11904B00499,GLES.,75MG,B/3 AMP de 3 ML,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13859,3,med_14833
nc_10571,DICLOFENAC,dci_1839,VOLTAREN,DICLOFENAC,02217J11800,COMP.,"0,10%",FL/5 ML,NULL,NULL,NULL,,,NULL,,,Ré,,,,,N/A,med_13858,3,med_14834
nc_10572,DICLOFENAC,dci_1839,VOLTARILE LP 100,DICLOFENAC,12104B00706,SUSP.BUV.,100MG,B/20,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13857,2,med_14835
nc_10573,DICLOFENAC,dci_1839,VOTREX TISSUGEL 1%,DICLOFENAC,00121A05207,MICROGRAN LP EN GLES,"180MG,146MG/EMPLATRE",BTE/02,NULL,NULL,O,,,NULL,,,Gé,,,,,N/A,med_13856,12,med_14836
nc_10574,DIGOXINE,dci_1858,"WERADOXIN 0,25",DIGOXINE,09006G07999,SOL.INJ.IM.IV,"0,25",B/30,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13869,5,med_14837
nc_10575,METHYLERGOMETRINE,dci_2566,WERAMETHYL,METHYLERGOMETRINE,09011C01198,COMP.,"0,2",B/10,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14169,3,med_14838
nc_10576,HALOPERIDOL,dci_144,WERAPIDOL,HALOPERIDOL,09016D08498,COMP.PELLI,5,B/10,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14006,3,med_14839
nc_10576,HALOPERIDOL,dci_144,WERAPIDOL,HALOPERIDOL,09016D08598,COMP.PELLI,2MG/ML,FL/30 ML,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14008,3,med_14840
nc_10577,OXYTOCINE,dci_3398,WERATOCINE,OXYTOCINE,09011E01998,GLES.,5,B/3,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14253,3,med_14841
nc_10578,LATANOPROST,dci_3181,XALAPROST,LATANOPROST,065/17 C 127/19,COLLYRE,"0,005% (OU 50µG/ML)","B/01 FL2,5ML",LISTE I,HOP,OFF,,GENERIC LAB SARL,213,,,Gé,F,24MOIS,,,D,med_14105,4,med_14842
nc_10579,ALFUZOSINE,dci_48,XAPROST LP,ALFUZOSINECHLORHYDRTE EXPRIME EN ALFUZOSINE,380/25 B 057/19,COMP PELL LP,1OMG,B/30,Liste I,HOP,OFF,,HUP.P.PHARMA,213,43794,43794,Gé,F,24 MOIS,,,D,med_13557,3,med_14843
nc_10580,INSULINE,dci_3048,XULTOPHY,INSULINE DEGLUDEC/LIRAGLUTIDE,069/14 B 370/19,SOL INJ EN STYLO PRE-REMPLI,"100UI/ML 3,6MG/ML",B/05 STYLOS PRE-REMPLIS MUNIS DE CARTOUCHES DE 3ML DE SOLUTION (300UI/3ML),LISTE II,HOP,OFF,,NOVO NORDISK A/S,45,43814,43814,Ré,I,24MOIS,,,D,med_14063,5,med_14844
nc_10581,PIROXICAM,dci_3614,XYCAM 20,PIROXICAM,14604B02298,COMP.LP.,20MG,B/30,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14314,3,med_14845
nc_10582,IBUPROFENE,dci_2914,XYDOL,IBUPROFENE,26804B04005,COMP.LP.,200MG,B/20,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14031,3,med_14846
nc_10583,IBUPROFENE,dci_2914,XYDOL ENFANTS ET NOURRISSONS,IBUPROFENE,26804B04220,COMP.PELLI,20 MG/ML,FL/200 ML,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14025,3,med_14847
nc_10584,LEVOCETIRIZINE,dci_3225,XYRIZINE,LEVOCETIRIZINE DICHLORHYDRATE,352/01 A 054/19,COMP PELL,5MG,B/14,LISTE II,HOP,OFF,,EL KENDI INDUSTRIE DU MEDICAMENT,213,43829,43829,Gé,F,24MOIS,,,D,med_14115,3,med_14848
nc_10585,DILTIAZEM,dci_1866,ZALAXAN LP 300 MG,"DILTIAZEM, S/F DE CHLORHYDRATE",00306B01012,IMPLANT S/C.,300 MG,BTE/30,NULL,NULL,O,,,91,,,Gé,,,,,N/A,med_13878,10,med_14849
nc_10586,RANITIDINE,dci_3874,ZANTEX,"RANITIDINE,HYDROCHLORIDE EXP EN RANITIDINE BASE",38010A00218,COLLY.,50 MG/2 ML,BTE/05 AMPOULES 2 ML,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14353,4,med_14850
nc_10587,ALLOPURINOL,dci_63,ZANURIC 300,ALLOPURINOL,16621B00898,GRAN.P/SUSP.BUV.,300,B/300,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13562,2,med_14851
nc_10588,OLANZAPINE,dci_2771,ZAPINAD,OLANZAPINE,46816D10014,COMP.PELLI,10 MG,BTE/28,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_14242,3,med_14852
nc_10589,LOSARTAN ET DIURETIQUES,dci_3283,ZARTENS -H,LOSARTAN/HYDROCHLOROTHIAZIDE,32106E16708,COMP.PELLI,"50MG/12,5MG",B/30,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14145,3,med_14853
nc_10590,Gémigliptine,dci_4689,ZEMIGLO,GEMIGLIPTINE,392/14 A 367/19,COMPRIME PELLICULE,50MG,B/30,LISTE I,HOP,OFF,,SANOFI AVENTIS SPA,213,,,Ré,F,36 MOIS,,,D,med_13970,3,med_14854
nc_10591,CARBAMAZEPINE,dci_1363,ZEPTOL CR400,CARBAMAZEPINE,33015A03605,173,400MG,B/30,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13737,3,med_14855
nc_10591,CARBAMAZEPINE,dci_1363,ZEPTOL CR400,CARBAMAZEPINE,33015A03605,173,400MG,B/50,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13736,3,med_14856
nc_10592,SIMVASTATINE,dci_4028,ZOG¿,SIMVASTATINE,28606M13607,143,20MG,B/28,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_14375,3,med_14857
nc_10593,GOSERELINE,dci_125,"ZOLADEX 10,8",GOSERELINE,03609J13805,226,"10,8MG",B/1,NULL,O,O,,,NULL,,,Ré,,,,,N/A,med_14005,10,med_14858
nc_10594,DORZOLAMIDE,dci_1943,ZOLAMIDE+,"DORZOLAMIDE,CHLORHYDRATE EXP DORZOLAMIDE/TIMOLOL",06517C14117,013,"2% /0,5%(20MG/5MG/ML)",FL/5ML,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13890,4,med_14859
nc_10595,CEFUROXIME,dci_1425,ZYNAX,"CEFUROXIME, AXETIL EXPRIME EN CEFUROXIME",03513B22420,381,125 MG/5 ML,FL/200ML CT 70ML SOL,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13762,2,med_14860
nc_10595,CEFUROXIME,dci_1425,ZYNAX,"CEFUROXIME,AXETIL EXPRIME EN CEFUROXIME",03513B20820,143,250 MG,BTE/08,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13763,3,med_14861
nc_10595,CEFUROXIME,dci_1425,ZYNAX,"CEFUROXIME,AXETIL EXPRIME EN CEFUROXIME",03513B29620,143,500 MG,BTE/08,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13764,3,med_14862
nc_10597,ARIPIPRAZOLE,dci_798,ABDIFLY OD,ARIPIPRAZOLE,42616D17020,COMP ORO DISP,10 MG,BTE/28,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13627,3,med_13906
nc_10598,ABIRATERONE,dci_218,ABIRATERONE UPC,ABIRATERONE ACETATE,285/05 E 162/19,COMP,250MG,B/01 FL 120,LISTE I,HOP,,,UNION PHARMACEUTIQUE CONSTANTINOISE,213,43815,43815,Gé,F,24MOIS,,,D,med_13520,3,med_13907
nc_10599,ABIRATERONE,dci_218,ABIRON,ABIRATERONE ACETATE,488/05 E 162/19,COMP,250MG,B/120,LISTE I,HOP,,,BDR PHARMACEUTICALS INTERNATIONAL P.V.T L.T.D,91,43796,43796,Gé,I,24MOIS,,,D,med_13519,3,med_13908
nc_10600,ACEBUTOLOL,dci_225,ACEBUTOLOL LOGOGEN,ACEBUTOLOL,14006F06899,COMP.,400,B/56,NULL,O,O,,,NULL,,,Gé,,,,,N/A,med_13522,3,med_13909
nc_10601,ACETYLSALICYLIQUE ACIDE,dci_247,ACEPRAL CARDIO,ACIDE ACETYLSALICYLIQUE,00312A13120,COMP.,100 MG,BTE/100,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13532,3,med_13910
nc_10601,ACETYLSALICYLIQUE ACIDE,dci_247,ACEPRAL CARDIO,ACIDE ACETYLSALICYLIQUE,00312A13120,COMP.,100 MG,BTE/30,NULL,NULL,O,,,213,,,Gé,,,,,N/A,med_13533,3,med_13911
