29956	Hanif Eye Clinic	NULL	NULL	NULL	66-B Bhimber Rd, Air Strip Colony, Gujrat, Punjab, Pakistan	(053) 3604054	NULL	NULL	NULL	NULL	NULL	Gujrat	Gujrat	NULL	NULL	NULL	2022-05-23 19:04:19.845919	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	32.62235270000001,74.0789593	NULL	0	https://maps.google.com/?cid=15950539214578790642	ChIJGakUWeIEHzkR8jDo9OeyW90	NULL	NULL	NULL	0
27625	Pigmented Lesion Clinic	NULL	NULL	NULL	3400 Spruce St, Philadelphia, PA 19104, États-Unis	(215) 360-0909	NULL	NULL	NULL	NULL	NULL	Philadelphia County	Philadelphia	19104	NULL	NULL	2022-05-23 16:37:50.242824	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	39.94996789999999,-75.1930038	NULL	0	https://maps.google.com/?cid=1537105267324290015	ChIJTwu3r1vGxokR3wM_wRjlVBU	NULL	NULL	NULL	0
27141	Kimmel Stephen MD	NULL	NULL	NULL	423 Guardian Dr # 717, Philadelphia, PA 19104, États-Unis	(215) 898-1740	NULL	NULL	NULL	NULL	NULL	Philadelphia County	Philadelphia	19104	NULL	NULL	2022-05-23 16:25:22.084363	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	39.9489423,-75.1968737	NULL	0	https://maps.google.com/?cid=584379863521804707	ChIJly9tqEq4xokRo8Ebw2MiHAg	NULL	NULL	NULL	0
52511	South Pointe Hospital: Young Kim C MD	NULL	NULL	NULL	20000 Harvard Ave, Cleveland, OH 44122, États-Unis	(216) 491-6000	NULL	NULL	NULL	168	NULL	Cuyahoga County	Cleveland	44122	https://my.clevelandclinic.org/locations/south-pointe-hospital	NULL	12/04/2022 13:14:24	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	16	7	NULL	NULL	0	NULL	NULL	NULL	41.4498168,-81.5456105	NULL	0	https://maps.google.com/?cid=15412269153394768374	ChIJv65eKzP9MIgR9jnOJiNh49U	NULL	NULL	NULL	
30083	Dr. Muhammad Hanif, MD	NULL	NULL	NULL	13311 Hargrave Rd Ste 103, Houston, TX 77070, États-Unis	(281) 890-6800	NULL	NULL	NULL	NULL	NULL	Harris County	Houston	77070	http://doctors.houstonmethodist.org/profile/389485	NULL	2022-05-23 19:10:38.615414	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	29.9685455,-95.5525139	NULL	0	https://maps.google.com/?cid=16125331797266259194	ChIJ93OpW_LNQIYR-txdfdWvyN8	NULL	NULL	NULL	0
30082	Dr. Samrina Hanif	NULL	NULL	NULL	1600 Medical Center Dr, Huntington, WV 25701, États-Unis	(304) 691-1787	NULL	NULL	NULL	NULL	NULL	Cabell County	Huntington	25701	https://www.marshallhealth.org/find-a-provider/provider-details/?ID=248	NULL	2022-05-23 19:10:38.323846	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	38.409035,-82.42688	NULL	0	https://maps.google.com/?cid=6136374255559078234	ChIJ3a5UGyoIRogRWnFzn9_HKFU	NULL	NULL	NULL	0
52508	Karin Nielsen, MD	NULL	NULL	NULL	200 Medical Plaza Driveway Suite 265, Los Angeles, CA 90095, États-Unis	(310) 825-0867	NULL	NULL	NULL	168	NULL	Los Angeles County	Los Angeles	90095	https://www.uclahealth.org/providers/karin-nielsen?utm_source=google&utm_medium=Yext	NULL	12/04/2022 13:14:22	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	16	7	NULL	NULL	0	NULL	NULL	NULL	34.065113,-118.446672	NULL	0	https://maps.google.com/?cid=8011208191434688127	ChIJr292Lma9woARfwYqqGeHLW8	NULL	NULL	NULL	
52505	Kyle T. Kunz, MD	NULL	NULL	NULL	259 E Erie St Lavin Family Pavilion, Ste 2350, Chicago, IL 60611, États-Unis	(312) 926-6000	NULL	NULL	NULL	168	NULL	Cook County	Chicago	60611	https://www.nm.org/doctors/1215457429/Kyle-T-Kunz-MD?utm_source=yext&utm_medium=gmb+physician&utm_campaign=online+listings&y_source=1_MTc1MzU4ODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	NULL	12/04/2022 13:14:19	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	16	7	NULL	NULL	0	NULL	NULL	NULL	41.89369130000001,-87.620953	NULL	0	https://maps.google.com/?cid=12212678067234457333	ChIJjSx45xstDogR9ca2If8lfKk	NULL	NULL	NULL	
27597	Kimmelcare Family Practice	NULL	NULL	NULL	2230 N Wickham Rd # B, Melbourne, FL 32935, États-Unis	(321) 757-0600	NULL	NULL	NULL	NULL	NULL	Brevard County	Melbourne	32935	NULL	NULL	2022-05-23 16:37:36.662817	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	28.143445,-80.67199409999999	NULL	0	https://maps.google.com/?cid=5106843293420657030	ChIJj_C37aEP3ogRhpnsC-sm30Y	NULL	NULL	NULL	0
27611	Jenna Kimmel	NULL	NULL	NULL	799 S Main St, Lima, OH 45804, États-Unis	(419) 229-2222	NULL	NULL	NULL	NULL	NULL	Allen County	Lima	45804	NULL	NULL	2022-05-23 16:37:42.837153	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40.7274127,-84.10388499999999	NULL	0	https://maps.google.com/?cid=17735288252302725286	ChIJVVUlgP_xPogRppCpK7NmIPY	NULL	NULL	NULL	0
52509	TriHealth Women's Center Kenwood	NULL	NULL	NULL	8240 Northcreek Dr, Cincinnati, OH 45236, États-Unis	(513) 853-7555	NULL	NULL	NULL	168	NULL	Hamilton County	Cincinnati	45236	http://www.trihealth.com/hospitals-and-practices/trihealth-kenwood/trihealth-womens-center-kenwood/	NULL	12/04/2022 13:14:22	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	16	7	NULL	NULL	0	NULL	NULL	NULL	39.2069521,-84.3704024	NULL	0	https://maps.google.com/?cid=16846058699184629861	ChIJv8dtE2pTQIgRZWhH9iE5yek	NULL	NULL	NULL	
30268	Gilani H Dr	NULL	NULL	NULL	Chancellors Way Medical Arts Centre 175 Chancellors Way (Suite 205) Research Park North University of Guelph, Main Campus, Guelph, ON N1G 0E9, Canada	(519) 837-3900	NULL	NULL	NULL	NULL	NULL	Wellington County	Guelph	N1G 0E9	NULL	NULL	2022-05-23 19:26:05.636805	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43.544784,-80.2513125	NULL	0	https://maps.google.com/?cid=11298974036598283479	ChIJZ8D0rcGaK4gR11zNkQUFzpw	NULL	NULL	NULL	0
27616	Kimmel Debra	NULL	NULL	NULL	7900 Glades Rd Suite 230, Boca Raton, FL 33434, États-Unis	(561) 487-1944	NULL	NULL	NULL	NULL	NULL	Palm Beach County	Boca Raton	33434	NULL	NULL	2022-05-23 16:37:45.335703	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26.3655272,-80.1673814	NULL	0	https://maps.google.com/?cid=14086990803413628896	ChIJJW45XKAe2YgR4Pep538Lf8M	NULL	NULL	NULL	0
27607	The Paley Orthopedic & Spine Institute	NULL	NULL	NULL	Kimmel 901, 45th St, West Palm Beach, FL 33407, États-Unis	(561) 830-6971	NULL	NULL	NULL	57	NULL	Palm Beach County	West Palm Beach	33407	http://paleyinstitute.org/	NULL	2022-05-23 16:37:40.795204	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26.7548697,-80.0621816	NULL	0	https://maps.google.com/?cid=4989202199723445155	ChIJ02Yaq7fV2IgRowsde_c0PUU	NULL	NULL	NULL	0
27628	Mary A. Kimmel, LCMHC	NULL	NULL	NULL	Concord, New Hampshire 03301, États-Unis	(603) 415-1120	NULL	NULL	NULL	NULL	NULL	Comté de Merrimack	Concord	03301	NULL	NULL	2022-05-23 16:37:51.478683	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43.20480249999999,-71.53553409999999	NULL	0	https://maps.google.com/?cid=8447774093213490563	ChIJTSAab41q4okRg928kMeFPHU	NULL	NULL	NULL	0
27613	Mel Kimmel, Ph.D.	NULL	NULL	NULL	333 N Michigan Ave, Chicago, IL 60601, États-Unis	(603) 566-7582	NULL	NULL	NULL	NULL	NULL	Cook County	Chicago	60601	NULL	NULL	2022-05-23 16:37:43.805472	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	41.8878438,-87.6242651	NULL	0	https://maps.google.com/?cid=12850315385222401273	ChIJNz_ofHe644kR-QzrS8J9VbI	NULL	NULL	NULL	0
29392	Dr. James R. Treat, MD	NULL	NULL	NULL	210 Mall Blvd, King of Prussia, PA 19406, États-Unis	(610) 337-3232	NULL	NULL	NULL	NULL	NULL	Montgomery County	King of Prussia	19406	http://www.chop.edu/doctors/treat-james-r	NULL	2022-05-23 18:33:51.172091	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40.0870784,-75.3970046	NULL	0	https://maps.google.com/?cid=3845847015578998394	ChIJq3VI-UiUxokRehYVCHwxXzU	NULL	NULL	NULL	0
29389	Treat Vanita P MD	NULL	NULL	NULL	933 E Haverford Rd, Bryn Mawr, PA 19010, États-Unis	(610) 527-1604	NULL	NULL	NULL	NULL	NULL	Delaware County	Bryn Mawr	19010	http://bmmsa.com/	NULL	2022-05-23 18:33:50.209897	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40.0154105,-75.3186193	NULL	0	https://maps.google.com/?cid=8216545235907486703	ChIJ0x4xpwzAxokR76Mx41sIB3I	NULL	NULL	NULL	0
30232	Charania Sahira & Hanif Drs	NULL	NULL	NULL	900 Greenbank Rd, Nepean, ON K2J 1S8, Canada	(613) 825-8476	NULL	NULL	NULL	NULL	NULL	Ottawa	Ottawa	K2J 1S8	NULL	NULL	2022-05-23 19:17:27.982242	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	45.28493169999999,-75.7566071	NULL	0	https://maps.google.com/?cid=4830258792787093608	ChIJq04zogX9zUwRaChIvceGCEM	NULL	NULL	NULL	0
30262	Sahira & Hanif Charania, Drs.	NULL	NULL	NULL	900 Greenbank Rd, Nepean, ON K2J 1S8, Canada	(613) 825-8476	NULL	NULL	NULL	NULL	NULL	Ottawa	Ottawa	K2J 1S8	NULL	NULL	2022-05-23 19:26:03.806770	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	45.2847264,-75.7564617	NULL	0	https://maps.google.com/?cid=9303884248550283350	ChIJ7RLmoAX9zUwRVhgxEm4JHoE	NULL	NULL	NULL	0
30087	Noaman Hanif, MD	NULL	NULL	NULL	1161 Huntington Dr, Duarte, CA 91010, États-Unis	(626) 359-6727	NULL	NULL	NULL	NULL	NULL	Los Angeles County	Duarte	91010	http://www.rexmedicalgroup.com/	NULL	2022-05-23 19:10:39.761547	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	34.1400081,-117.9804655	NULL	0	https://maps.google.com/?cid=13405477097606634307	ChIJC7GANQTZwoARQ1t6H2XSCbo	NULL	NULL	NULL	0
30273	College of Physicians and Surgeons of Ontario	NULL	NULL	NULL	80 College St, Toronto, ON M5G 2E2, Canada	(800) 268-7096	NULL	NULL	NULL	NULL	NULL	Toronto	Toronto	M5G 2E2	https://www.cpso.on.ca/	NULL	2022-05-23 19:26:07.418852	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43.6607676,-79.3872533	NULL	0	https://maps.google.com/?cid=13985469938775479129	ChIJzzhRaLY0K4gRWdOdpc9eFsI	NULL	NULL	NULL	0
52496	Anshul Acharya, MD	NULL	NULL	NULL	3401 Behrman Pl, New Orleans, LA 70114, États-Unis	(866) 624-7637	NULL	NULL	NULL	168	NULL	Orleans Parish	New Orleans	70114	https://www.ochsner.org/doctors/anshul-acharya?utm_source=YextGoogle&utm_medium=Yext&y_source=1_MTUyMDY5NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	NULL	12/04/2022 13:12:40	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	16	7	NULL	NULL	0	NULL	NULL	NULL	29.9210746,-90.01805039999999	NULL	0	https://maps.google.com/?cid=9842817431923919954	ChIJCVh3882nIIYRUgzZCk62mIg	NULL	NULL	NULL	
30269	Iasis Health Management	NULL	NULL	NULL	247 North Service Rd W #201, Oakville, ON L6M 3E6, Canada	(905) 845-2625	NULL	NULL	NULL	NULL	NULL	Regional Municipality of Halton	Oakville	L6M 3E6	http://iasishealthmanagement.ca/	NULL	2022-05-23 19:26:05.950070	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43.4486342,-79.7060249	NULL	0	https://maps.google.com/?cid=16461658234887830491	ChIJU_-GVQ9dK4gR23tfcPKOc-Q	NULL	NULL	NULL	0
52506	Hunterdon Family Medicine at Riverfield Washington	NULL	NULL	NULL	6 Clubhouse Drive Ste 102, Washington, NJ 07882, États-Unis	(908) 237-4144	NULL	NULL	NULL	168	NULL	Warren County	Washington	7882	http://www.hunterdonhealthcare.org/service/primarycare/primarycarecenters/riverfield/	NULL	12/04/2022 13:14:20	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	16	7	NULL	NULL	0	NULL	NULL	NULL	40.7408447,-74.9763183	NULL	0	https://maps.google.com/?cid=5712344053682631741	ChIJH3nEAdF3xIkRPXSRyqZSRk8	NULL	NULL	NULL	
52507	Hunterdon Family Medicine at Riverfield Clinton	NULL	NULL	NULL	1738 Route 31 N, Ste 203, Clinton, NJ 08809, États-Unis	(908) 735-4645	NULL	NULL	NULL	168	NULL	Hunterdon County	Clinton	8809	http://www.hunterdonhealthcare.org/service/primarycare/primarycarecenters/riverfield/	NULL	12/04/2022 13:14:20	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	16	7	NULL	NULL	0	NULL	NULL	NULL	40.6531502,-74.9090939	NULL	0	https://maps.google.com/?cid=13326427937917490982	ChIJzwE1oK-Lw4kRJtdpZJr78Lg	NULL	NULL	NULL	
29391	Christopher Treat, D.O.	NULL	NULL	NULL	8803 S 101st E Ave, Tulsa, OK 74133, États-Unis	(918) 574-0220	NULL	NULL	NULL	NULL	NULL	Tulsa County	Tulsa	74133	https://uticaparkclinic.com/physicians/christopher-treat-do	NULL	2022-05-23 18:33:50.812436	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	36.03625589999999,-95.86261549999999	NULL	0	https://maps.google.com/?cid=5433837247153657228	ChIJNXvTR1mNtocRjFXhwy_eaEs	NULL	NULL	NULL	0
29390	Christopher Treat, D.O.	NULL	NULL	NULL	1809 E 13th St Suite 402, Tulsa, OK 74104, États-Unis	(918) 579-2300	NULL	NULL	NULL	NULL	NULL	Tulsa County	Tulsa	74104	https://uticaparkclinic.com/physicians/christopher-treat-do	NULL	2022-05-23 18:33:50.475853	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	36.1451603,-95.9659547	NULL	0	https://maps.google.com/?cid=8883890609424711048	ChIJ02RImjXttocRiD0wvnDrSXs	NULL	NULL	NULL	0
27596	Charles W. Kimmel Jr, MA	NULL	NULL	NULL	1767 Heritage Dr, Clarksville, TN 37043, États-Unis	(931) 648-8525	NULL	NULL	NULL	NULL	NULL	Montgomery County	Clarksville	37043	NULL	NULL	2022-05-23 16:37:36.218711	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	36.5480746,-87.3240331	NULL	0	https://maps.google.com/?cid=7853140005804826965	ChIJreeCi-jYZIgRVeFnQTr1-2w	NULL	NULL	NULL	0
30088	Hanif Iftikhar MD	NULL	NULL	NULL	1951 SW 172nd Ave, Miramar, FL 33029, États-Unis	(954) 538-4620	NULL	NULL	NULL	NULL	NULL	Broward County	Miramar	33029	NULL	NULL	2022-05-23 19:10:40.030794	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	25.9903308,-80.37325369999999	NULL	0	https://maps.google.com/?cid=15654500207148037677	ChIJm2j7wfGj2YgRLXZWT__0P9k	NULL	NULL	NULL	0
28457	Docteur Merazga Salim	NULL	NULL	NULL	45 Av. Léonard de Vinci, 92400 Courbevoie, France	01 41 25 73 91	NULL	NULL	NULL	NULL	NULL	Hauts-de-Seine	Courbevoie	92400	NULL	NULL	2022-05-23 17:53:36.235395	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48.8970751,2.2376299	NULL	0	https://maps.google.com/?cid=9596930235312460797	ChIJB2KcXABl5kcR_VMByjMlL4U	NULL	NULL	NULL	0
28459	Dr. AOULED SALEM Bassem	NULL	NULL	NULL	67 Rue de Tocqueville, 75017 Paris, France	01 42 67 37 13	NULL	NULL	NULL	NULL	NULL	Département de Paris	Paris	75017	NULL	NULL	2022-05-23 17:53:36.888900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48.8863521,2.3087898	NULL	0	https://maps.google.com/?cid=1457869106106355237	ChIJqQoF8Ptv5kcRJU58VjpkOxQ	NULL	NULL	NULL	0
28474	Pr Daniel SIDI	NULL	NULL	NULL	31 Rue du Petit Musc, 75004 Paris, France	01 42 74 64 64	NULL	NULL	NULL	26	NULL	Département de Paris	Paris	75004	https://www.doctolib.fr/pediatre/paris/sidi-daniel	NULL	2022-05-23 17:53:45.403068	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48.85327400000001,2.3648321	NULL	0	https://maps.google.com/?cid=3276554977026065256	ChIJKZ9RgxBx5kcRaEOtRGSpeC0	NULL	NULL	NULL	0
27127	Dr Aziza ABDELKADER	NULL	NULL	NULL	163 Bd d'Alsace Lorraine, 94170 Le Perreux-sur-Marne, France	01 43 24 06 93	NULL	NULL	NULL	1	NULL	Val-de-Marne	Le Perreux-sur-Marne	94170	https://www.doctolib.fr/medecin-generaliste/le-perreux-sur-marne/aziza-abdelkader?utm_source=google&utm_medium=organic&utm_term=medecin-generaliste&utm_content=le-perreux-sur-marne&utm_campaign=google-maps	NULL	2022-05-23 16:25:09.116023	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48.8520537,2.5076765	NULL	0	https://maps.google.com/?cid=8513098361952217422	ChIJ___PTYcN5kcRTikfGtuZJHY	NULL	NULL	NULL	0
28468	Bacar Sidi	NULL	NULL	NULL	88 Bd Jean Jaurès, 93190 Livry-Gargan, France	01 43 32 16 84	NULL	NULL	NULL	NULL	NULL	Seine-Saint-Denis	Livry-Gargan	93190	NULL	NULL	2022-05-23 17:53:43.539678	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48.92102089999999,2.5259415	NULL	0	https://maps.google.com/?cid=14621113466440534563	ChIJu9hmN5IT5kcRI0reUzuh6Mo	NULL	NULL	NULL	0
29473	docteur m. belkhier	NULL	NULL	NULL	39 Av. Léonard de Vinci, 92400 Courbevoie, France	01 43 33 29 03	NULL	NULL	NULL	NULL	NULL	Hauts-de-Seine	Courbevoie	92400	NULL	NULL	2022-05-23 18:35:23.037627	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48.89702279999999,2.237368	NULL	0	https://maps.google.com/?cid=584706396926933375	ChIJK42PRABl5kcRf3m6vl5LHQg	NULL	NULL	NULL	0
